location, latitude, longitude,
Sydney, -33.8548157, 151.2164539
Blue Mountains, -33.713759, 150.3121633
Newcastle, -32.9273, 151.78099999999995
Byron Bay, -28.6483333, 153.6177778
Surfers Paradise, -27.999, 153.42399999999998
Brisbane, -27.450043, 153.038477
Cairns, -16.913650, 145.754193
